rawdataID	dataset	reprSMILES_processed	molid	InChI	InChIKey	Exp_Macro_pKa_processed	T_processed	I_processed	primary_source	comments	assigned_charge_state_transition	assignment_error	assignment_method	exclude_flag	exclude_comment
SAMPL8_15	SAMPL8	Nc1nc2ccc(Br)cc2n1CC1(CO)CCOCC1	SAMPL8-17	InChI=1S/C14H18BrN3O2/c15-10-1-2-11-12(7-10)18(13(16)17-11)8-14(9-19)3-5-20-6-4-14/h1-2,7,19H,3-6,8-9H2,(H2,16,17)	DEXDPYDXXIZUFE-UHFFFAOYSA-N	6.58	25	0.165			1>>0	0.791	Epikx.defaultsettings.chargewindow_-2_2		
SAMPL8_16	SAMPL8	COc1ccc(Nc2nc(Cl)nc3ccccc23)cc1OC	SAMPL8-18	InChI=1S/C16H14ClN3O2/c1-21-13-8-7-10(9-14(13)22-2)18-15-11-5-3-4-6-12(11)19-16(17)20-15/h3-9H,1-2H3,(H,18,19,20)	VYQOQVFRTFZOKI-UHFFFAOYSA-N	2.72	25	0.165			1>>0	1.057	Epikx.defaultsettings.chargewindow_-2_2		
SAMPL8_17	SAMPL8	COc1ncc(Cc2c[nH]c(SCc3nc4ccccc4n3C)nc2=O)cn1	SAMPL8-19	InChI=1S/C19H18N6O2S/c1-25-15-6-4-3-5-14(15)23-16(25)11-28-19-22-10-13(17(26)24-19)7-12-8-20-18(27-2)21-9-12/h3-6,8-10H,7,11H2,1-2H3,(H,22,24,26)	XSAINYBPLYBYDD-UHFFFAOYSA-N	4.93	25	0.165			1>>0	0.0970000000000004	Epikx.defaultsettings.chargewindow_-2_2		
SAMPL8_18	SAMPL8	COc1ncc(Cc2c[nH]c(SCc3nc4ccccc4n3C)nc2=O)cn1	SAMPL8-19	InChI=1S/C19H18N6O2S/c1-25-15-6-4-3-5-14(15)23-16(25)11-28-19-22-10-13(17(26)24-19)7-12-8-20-18(27-2)21-9-12/h3-6,8-10H,7,11H2,1-2H3,(H,22,24,26)	XSAINYBPLYBYDD-UHFFFAOYSA-N	6.99	25	0.165			0>>-1	0	Epikx.defaultsettings.chargewindow_-2_2		
SAMPL8_19	SAMPL8	Nc1n[nH]c2nc(-c3ccccc3)c(Cl)cc12	SAMPL8-20	InChI=1S/C12H9ClN4/c13-9-6-8-11(14)16-17-12(8)15-10(9)7-4-2-1-3-5-7/h1-6H,(H3,14,15,16,17)	AHZYOIVYZHOXBU-UHFFFAOYSA-N	2.44	25	0.165			1>>0	0.965	Epikx.defaultsettings.chargewindow_-2_2		
SAMPL8_20	SAMPL8	Nc1n[nH]c2nc(-c3ccccc3)c(Cl)cc12	SAMPL8-20	InChI=1S/C12H9ClN4/c13-9-6-8-11(14)16-17-12(8)15-10(9)7-4-2-1-3-5-7/h1-6H,(H3,14,15,16,17)	AHZYOIVYZHOXBU-UHFFFAOYSA-N	11.44	25	0.165			0>>-1	0.796000000000001	Epikx.defaultsettings.chargewindow_-2_2		
SAMPL8_21	SAMPL8	COc1cc(Cc2c(N)nc(N)nc2OC)cc(OC)c1O	SAMPL8-21	InChI=1S/C14H18N4O4/c1-20-9-5-7(6-10(21-2)11(9)19)4-8-12(15)17-14(16)18-13(8)22-3/h5-6,19H,4H2,1-3H3,(H4,15,16,17,18)	KURIUXFGDYETDJ-UHFFFAOYSA-N	5.38	25	0.165			1>>0	0.402	Epikx.defaultsettings.chargewindow_-2_2		
SAMPL8_22	SAMPL8	COc1cc2nc(Cl)nc(N)c2cc1OC	SAMPL8-22	InChI=1S/C10H10ClN3O2/c1-15-7-3-5-6(4-8(7)16-2)13-10(11)14-9(5)12/h3-4H,1-2H3,(H2,12,13,14)	HWIIAAVGRHKSOJ-UHFFFAOYSA-N	2.57	25	0.165			1>>0	0.666	Epikx.defaultsettings.chargewindow_-2_2		
SAMPL8_23	SAMPL8	Cc1nc2cc(O)ccc2s1	SAMPL8-23	InChI=1S/C8H7NOS/c1-5-9-7-4-6(10)2-3-8(7)11-5/h2-4,10H,1H3	LAKVUPMDDFICNR-UHFFFAOYSA-N	2.65	25	0.165			1>>0	0.376	Epikx.defaultsettings.chargewindow_-2_2		
SAMPL8_24	SAMPL8	Cc1nc2cc(O)ccc2s1	SAMPL8-23	InChI=1S/C8H7NOS/c1-5-9-7-4-6(10)2-3-8(7)11-5/h2-4,10H,1H3	LAKVUPMDDFICNR-UHFFFAOYSA-N	9.02	25	0.165			0>>-1	0.425000000000001	Epikx.defaultsettings.chargewindow_-2_2		
euroSAMPL1_1	euroSAMPL1	Cn1nc(C(=O)O)cc1-c1ccco1	euroSAMPL-01	InChI=1S/C9H8N2O3/c1-11-7(8-3-2-4-14-8)5-6(10-11)9(12)13/h2-5H,1H3,(H,12,13)	XXEWHNSDJMBLBK-UHFFFAOYSA-N	3.61	25	0.165			0>>-1	0.00999999999999979	Epikx.defaultsettings.chargewindow_-2_2		
euroSAMPL1_2	euroSAMPL1	O=C(O)Cn1cc(-c2ccccc2)ccc1=O	euroSAMPL-02	InChI=1S/C13H11NO3/c15-12-7-6-11(8-14(12)9-13(16)17)10-4-2-1-3-5-10/h1-8H,9H2,(H,16,17)	BLTRVDPVSLGQJZ-UHFFFAOYSA-N	2.91	25	0.165			0>>-1	0.347	Epikx.defaultsettings.chargewindow_-2_2		
euroSAMPL1_3	euroSAMPL1	COc1ccc(-c2ccccn2)cc1	euroSAMPL-03	InChI=1S/C12H11NO/c1-14-11-7-5-10(6-8-11)12-4-2-3-9-13-12/h2-9H,1H3	QUMXRZNAUFKBAS-UHFFFAOYSA-N	5.02	25	0.165			1>>0	0.14	Epikx.defaultsettings.chargewindow_-2_2		
euroSAMPL1_4	euroSAMPL1	CC(C)(C)c1cc(N)ncn1	euroSAMPL-04	InChI=1S/C8H13N3/c1-8(2,3)6-4-7(9)11-5-10-6/h4-5H,1-3H3,(H2,9,10,11)	GVFMWHPJTZVYIF-UHFFFAOYSA-N	6.1	25	0.165			1>>0	0.619000000000001	Epikx.defaultsettings.chargewindow_-2_2		
euroSAMPL1_5	euroSAMPL1	NCc1ccc(C(N)=O)cc1	euroSAMPL-05	InChI=1S/C8H10N2O/c9-5-6-1-3-7(4-2-6)8(10)11/h1-4H,5,9H2,(H2,10,11)	JKIHDSIADUBKPU-UHFFFAOYSA-N	8.99	25	0.165			1>>0	0.0950000000000006	Epikx.defaultsettings.chargewindow_-2_2		
euroSAMPL1_6	euroSAMPL1	CN1C(=O)Cc2cc(C(=O)O)ccc21	euroSAMPL-06	InChI=1S/C10H9NO3/c1-11-8-3-2-6(10(13)14)4-7(8)5-9(11)12/h2-4H,5H2,1H3,(H,13,14)	FBTOSQDXUJQZTF-UHFFFAOYSA-N	4.24	25	0.165			0>>-1	0.157	Epikx.defaultsettings.chargewindow_-2_2		
euroSAMPL1_7	euroSAMPL1	Br.Cc1ccc(-c2csc(N)n2)cc1	euroSAMPL-07	InChI=1S/C10H10N2S.BrH/c1-7-2-4-8(5-3-7)9-6-13-10(11)12-9;/h2-6H,1H3,(H2,11,12);1H	RYGLGFKXSWZERM-UHFFFAOYSA-N	4.58	25	0.165			1>>0	0.914	Epikx.defaultsettings.chargewindow_-2_2		
euroSAMPL1_8	euroSAMPL1	O=C(NCc1ccccc1)c1ccc(O)cc1	euroSAMPL-08	InChI=1S/C14H13NO2/c16-13-8-6-12(7-9-13)14(17)15-10-11-4-2-1-3-5-11/h1-9,16H,10H2,(H,15,17)	FVQDRWUYZFPHLU-UHFFFAOYSA-N	8.5	25	0.165			0>>-1	0.449999999999999	Epikx.defaultsettings.chargewindow_-2_2		
euroSAMPL1_9	euroSAMPL1	CC(C)(C)C(=O)N1CCN(c2ccc(C(=O)O)cc2)CC1	euroSAMPL-09	InChI=1S/C16H22N2O3/c1-16(2,3)15(21)18-10-8-17(9-11-18)13-6-4-12(5-7-13)14(19)20/h4-7H,8-11H2,1-3H3,(H,19,20)	JLEDGVLJMBKJGY-UHFFFAOYSA-N	4.4	25	0.165			0>>-1	0.260000000000001	Epikx.defaultsettings.chargewindow_-2_2		
euroSAMPL1_10	euroSAMPL1	COc1cc(N)c(Cl)cc1C(=O)O	euroSAMPL-10	InChI=1S/C8H8ClNO3/c1-13-7-3-6(10)5(9)2-4(7)8(11)12/h2-3H,10H2,1H3,(H,11,12)	RVEATKYEARPWRE-UHFFFAOYSA-N	4.65	25	0.165			0>>-1	0.896	Epikx.defaultsettings.chargewindow_-2_2		
euroSAMPL1_11	euroSAMPL1	O=C(O)c1ccc2cccnc2n1	euroSAMPL-11	InChI=1S/C9H6N2O2/c12-9(13)7-4-3-6-2-1-5-10-8(6)11-7/h1-5H,(H,12,13)	SNLMOXFUCILIPL-UHFFFAOYSA-N	3.73	25	0.165			0>>-1	0.158	Epikx.defaultsettings.chargewindow_-2_2		
euroSAMPL1_12	euroSAMPL1	CC(=O)Nc1cc(C(=O)O)ccn1	euroSAMPL-12	InChI=1S/C8H8N2O3/c1-5(11)10-7-4-6(8(12)13)2-3-9-7/h2-4H,1H3,(H,12,13)(H,9,10,11)	VNQIEKXUBYBTPS-UHFFFAOYSA-N	3.67	25	0.165			0>>-1	0.395	Epikx.defaultsettings.chargewindow_-2_2		
euroSAMPL1_13	euroSAMPL1	Oc1ccc(-c2nnco2)cc1	euroSAMPL-13	InChI=1S/C8H6N2O2/c11-7-3-1-6(2-4-7)8-10-9-5-12-8/h1-5,11H	WENOJMGPELLGMA-UHFFFAOYSA-N	8.15	25	0.165			0>>-1	0.738	Epikx.defaultsettings.chargewindow_-2_2		
euroSAMPL1_14	euroSAMPL1	Cc1ncnc(O)c1Br	euroSAMPL-14	InChI=1S/C5H5BrN2O/c1-3-4(6)5(9)8-2-7-3/h2H,1H3,(H,7,8,9)	BIJQLSJJQJIFCL-UHFFFAOYSA-N	7.41	25	0.165			0>>-1	0.582	Epikx.defaultsettings.chargewindow_-2_2		
euroSAMPL1_15	euroSAMPL1	CC(=O)c1sc2ccccc2c1O	euroSAMPL-15	InChI=1S/C10H8O2S/c1-6(11)10-9(12)7-4-2-3-5-8(7)13-10/h2-5,12H,1H3	XQNRBPYRMAXIOB-UHFFFAOYSA-N	5.18	25	0.165			0>>-1	0.821000000000001	Epikx.defaultsettings.chargewindow_-2_2		
euroSAMPL1_16	euroSAMPL1	CC(C)CC(=O)Nc1cccc(O)c1	euroSAMPL-16	InChI=1S/C11H15NO2/c1-8(2)6-11(14)12-9-4-3-5-10(13)7-9/h3-5,7-8,13H,6H2,1-2H3,(H,12,14)	BXMOHBVSRIRLDB-UHFFFAOYSA-N	9.46	25	0.165			0>>-1	0.135000000000002	Epikx.defaultsettings.chargewindow_-2_2		
euroSAMPL1_17	euroSAMPL1	O=C(O)c1cccc(-n2cccc2)c1	euroSAMPL-17	InChI=1S/C11H9NO2/c13-11(14)9-4-3-5-10(8-9)12-6-1-2-7-12/h1-8H,(H,13,14)	PODFNQCZFHLJPH-UHFFFAOYSA-N	3.79	25	0.165			0>>-1	0.00600000000000023	Epikx.defaultsettings.chargewindow_-2_2		
euroSAMPL1_18	euroSAMPL1	CCc1cc2c(=O)[nH]cnc2s1	euroSAMPL-18	InChI=1S/C8H8N2OS/c1-2-5-3-6-7(11)9-4-10-8(6)12-5/h3-4H,2H2,1H3,(H,9,10,11)	GXZAQJCUXCKYKB-UHFFFAOYSA-N	8.96	25	0.165			0>>-1	0.271999999999998	Epikx.defaultsettings.chargewindow_-2_2		
euroSAMPL1_19	euroSAMPL1	Cc1nc2ccccn2c1CO	euroSAMPL-19	InChI=1S/C9H10N2O/c1-7-8(6-12)11-5-3-2-4-9(11)10-7/h2-5,12H,6H2,1H3	SEKFTKBRYHPGEI-UHFFFAOYSA-N	6.76	25	0.165			1>>0	1.366	Epikx.defaultsettings.chargewindow_-2_2		
euroSAMPL1_20	euroSAMPL1	CN1C(=O)C(C)(C)c2cc(C(=O)O)ccc21	euroSAMPL-20	InChI=1S/C12H13NO3/c1-12(2)8-6-7(10(14)15)4-5-9(8)13(3)11(12)16/h4-6H,1-3H3,(H,14,15)	PWJVVMYLEYLDLK-UHFFFAOYSA-N	4.24	25	0.165			0>>-1	0.277	Epikx.defaultsettings.chargewindow_-2_2		
euroSAMPL1_21	euroSAMPL1	CC(C)(C)c1cc2nc(C3CC3)cc(C(=O)O)n2n1	euroSAMPL-21	InChI=1S/C14H17N3O2/c1-14(2,3)11-7-12-15-9(8-4-5-8)6-10(13(18)19)17(12)16-11/h6-8H,4-5H2,1-3H3,(H,18,19)	YQPFTAHIXGSNQM-UHFFFAOYSA-N	3.05	25	0.165			0>>-1	0.346	Epikx.defaultsettings.chargewindow_-2_2		
euroSAMPL1_22	euroSAMPL1	CN(C)C(=O)c1ccccc1O	euroSAMPL-22	InChI=1S/C9H11NO2/c1-10(2)9(12)7-5-3-4-6-8(7)11/h3-6,11H,1-2H3	UBAYZMJYXBTDBB-UHFFFAOYSA-N	8.93	25	0.165			0>>-1	0.959	Epikx.defaultsettings.chargewindow_-2_2		
euroSAMPL1_23	euroSAMPL1	CCc1ncc(C(=O)O)c(C)n1	euroSAMPL-23	InChI=1S/C8H10N2O2/c1-3-7-9-4-6(8(11)12)5(2)10-7/h4H,3H2,1-2H3,(H,11,12)	BBVREYZUQSMPTO-UHFFFAOYSA-N	3.16	25	0.165			0>>-1	0.353	Epikx.defaultsettings.chargewindow_-2_2		
euroSAMPL1_24	euroSAMPL1	Cc1cc(N2CCOCC2)c2ccccc2n1	euroSAMPL-24	InChI=1S/C14H16N2O/c1-11-10-14(16-6-8-17-9-7-16)12-4-2-3-5-13(12)15-11/h2-5,10H,6-9H2,1H3	MVHYZDDSGBXCEZ-UHFFFAOYSA-N	7.63	25	0.165			1>>0	0.995	Epikx.defaultsettings.chargewindow_-2_2		
euroSAMPL1_25	euroSAMPL1	Cc1cc2ncn(CCC(N)=O)c2cc1C	euroSAMPL-25	InChI=1S/C12H15N3O/c1-8-5-10-11(6-9(8)2)15(7-14-10)4-3-12(13)16/h5-7H,3-4H2,1-2H3,(H2,13,16)	SBCFVMSQHHCZHV-UHFFFAOYSA-N	5.75	25	0.165			1>>0	0.0490000000000004	Epikx.defaultsettings.chargewindow_-2_2		
euroSAMPL1_26	euroSAMPL1	O=c1[nH]cnc2ccc(F)cc12	euroSAMPL-26	InChI=1S/C8H5FN2O/c9-5-1-2-7-6(3-5)8(12)11-4-10-7/h1-4H,(H,10,11,12)	WCSMZAHKVXOYLH-UHFFFAOYSA-N	9.24	25	0.165			0>>-1	0.991	Epikx.defaultsettings.chargewindow_-2_2		
euroSAMPL1_27	euroSAMPL1	NC(=O)c1ccc(-c2ccccn2)cc1	euroSAMPL-27	InChI=1S/C12H10N2O/c13-12(15)10-6-4-9(5-7-10)11-3-1-2-8-14-11/h1-8H,(H2,13,15)	JZHSNWDNRXLMND-UHFFFAOYSA-N	4.47	25	0.165			1>>0	0.433	Epikx.defaultsettings.chargewindow_-2_2		
euroSAMPL1_28	euroSAMPL1	Cn1ccnc1-c1cccnc1	euroSAMPL-28	InChI=1S/C9H9N3/c1-12-6-5-11-9(12)8-3-2-4-10-7-8/h2-7H,1H3	HGLHZTOYJKZEBP-UHFFFAOYSA-N	5.95	25	0.165			1>>0	0.504	Epikx.defaultsettings.chargewindow_-2_2		
euroSAMPL1_29	euroSAMPL1	Cc1ccc(-n2nnc(C(=O)O)c2C2CC2)cc1	euroSAMPL-29	InChI=1S/C13H13N3O2/c1-8-2-6-10(7-3-8)16-12(9-4-5-9)11(13(17)18)14-15-16/h2-3,6-7,9H,4-5H2,1H3,(H,17,18)	NWCQWSZPGGUHFP-UHFFFAOYSA-N	3.28	25	0.165			0>>-1	0.0180000000000002	Epikx.defaultsettings.chargewindow_-2_2		
euroSAMPL1_30	euroSAMPL1	O=C(NCCO)c1cc2ccccc2cc1O	euroSAMPL-30	InChI=1S/C13H13NO3/c15-6-5-14-13(17)11-7-9-3-1-2-4-10(9)8-12(11)16/h1-4,7-8,15-16H,5-6H2,(H,14,17)	VYHNSPUVKZPCDZ-UHFFFAOYSA-N	7.89	25	0.165			0>>-1	0.638999999999999	Epikx.defaultsettings.chargewindow_-2_2		
euroSAMPL1_31	euroSAMPL1	O=C(O)CN1C(=O)COc2ccccc21	euroSAMPL-31	InChI=1S/C10H9NO4/c12-9-6-15-8-4-2-1-3-7(8)11(9)5-10(13)14/h1-4H,5-6H2,(H,13,14)	POGLODLVBYOXAO-UHFFFAOYSA-N	2.87	25	0.165			0>>-1	0.475	Epikx.defaultsettings.chargewindow_-2_2		
euroSAMPL1_32	euroSAMPL1	CN1CCN(C(=O)c2cc(-c3ccccc3)on2)CC1	euroSAMPL-32	InChI=1S/C15H17N3O2/c1-17-7-9-18(10-8-17)15(19)13-11-14(20-16-13)12-5-3-2-4-6-12/h2-6,11H,7-10H2,1H3	JBBRWJDHUDHKOJ-UHFFFAOYSA-N	6.64	25	0.165			1>>0	0.434	Epikx.defaultsettings.chargewindow_-2_2		
euroSAMPL1_33	euroSAMPL1	c1csc(-c2cnc3n2CCC3)c1	euroSAMPL-33	InChI=1S/C10H10N2S/c1-4-10-11-7-8(12(10)5-1)9-3-2-6-13-9/h2-3,6-7H,1,4-5H2	LYZIBEKPTIUDDV-UHFFFAOYSA-N	6.79	25	0.165			1>>0	1.859	Epikx.defaultsettings.chargewindow_-2_2		
euroSAMPL1_34	euroSAMPL1	CSCc1ccc(C(=O)O)cc1	euroSAMPL-34	InChI=1S/C9H10O2S/c1-12-6-7-2-4-8(5-3-7)9(10)11/h2-5H,6H2,1H3,(H,10,11)	RRZKHKRMPGMOFO-UHFFFAOYSA-N	4.04	25	0.165			0>>-1	0.0599999999999996	Epikx.defaultsettings.chargewindow_-2_2		
euroSAMPL1_35	euroSAMPL1	Nc1ccc(-c2ccccc2)cn1	euroSAMPL-35	InChI=1S/C11H10N2/c12-11-7-6-10(8-13-11)9-4-2-1-3-5-9/h1-8H,(H2,12,13)	OAPVIBHQRYFYSE-UHFFFAOYSA-N	6.3	25	0.165			1>>0	0.819999999999999	Epikx.defaultsettings.chargewindow_-2_2		
